Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
PROV1817;Mellit;;;;;;;;;;;;;
PROV1972;Mpongwe;;;;;;;;;;;;;
PROV2244;Cocos Islands;;;;;;;;;;;;;
PROV2564;Laqiya Arba'in;;;;;;;;;;;;;
PROV2586;Rub'al-Khali;;;;;;;;;;;;;
PROV2599;Fairbanks;;;;;;;;;;;;;
PROV2607;Taklimakan;;;;;;;;;;;;;
PROV2609;Araouane;;;;;;;;;;;;;
PROV2619;Sasyr;;;;;;;;;;;;;
PROV2622;Bar-le-Duc;;;;;;;;;;;;;
PROV449;Nîmes;;;;;;;;;;;;;
PROV2637;Sandai;;;;;;;;;;;;;
PROV2640;Gwadar;;;;;;;;;;;;;
PROV2649;Wadjo;;;;;;;;;;;;;
PROV2654;Khatanga;;;;;;;;;;;;;
PROV2664;Oskemen;;;;;;;;;;;;;
PROV2666;Otrozhny;;;;;;;;;;;;;
PROV2667;Nayba;;;;;;;;;;;;;
PROV2668;Kussurkund;;;;;;;;;;;;;
PROV2673;Zhilinda;;;;;;;;;;;;;
PROV2680;Ust-Tareya;;;;;;;;;;;;;
PROV2802;Coast of Atjeh;;;;;;;;;;;;;
PROV2803;Billiton Strait;;;;;;;;;;;;;
PROV2807;Flores Sea;;;;;;;;;;;;;
PROV2810;Savoe Sea;;;;;;;;;;;;;
PROV2811;Biak Bay;;;;;;;;;;;;;
PROV2813;Celebes Sea;;;;;;;;;;;;;
PROV2814;Karimata Strait;;;;;;;;;;;;;
PROV2852;Molucca Sea;;;;;;;;;;;;;
PROV2853;Palau;;;;;;;;;;;;;
PROV2856;Java Sea;;;;;;;;;;;;;
PROV2857;Coast of New Guinea;;;;;;;;;;;;;
PROV2862;Java Trench;;;;;;;;;;;;;
PROV3077;Arafure Sea;;;;;;;;;;;;;
PROV979;Taganrog;;;;;;;;;;;;;
PROV1047;Rostov;;;;;;;;;;;;;
PROV2281;Esmeraldas;;;;;;;;;;;;;
PROV1363;Pakse;;;;;;;;;;;;;
PROV1364;Phnom Penh;;;;;;;;;;;;;
PROV1464;Jolo;;;;;;;;;;;;;
PROV310;Christiansand;;;;;;;;;;;;;
PROV3469;Flatow;;;;;;;;;;;;;
PROV3470;Kesan;;;;;;;;;;;;;
PROV3471;Diu;;;;;;;;;;;;;
PROV3472;Bayonne;;;;;;;;;;;;;
PROV3473;Aveiro;;;;;;;;;;;;;
PROV3426;Znaim;;;;;;;;;;;;;
PROV3427;Gori;;;;;;;;;;;;;
PROV3428;Pasanauri;;;;;;;;;;;;;
PROV3429;Telavi;;;;;;;;;;;;;
PROV3430;Touila;;;;;;;;;;;;;
PROV3431;Taoudenni;;;;;;;;;;;;;
PROV3432;Cavaillon;;;;;;;;;;;;;
PROV3433;Vielha;;;;;;;;;;;;;
PROV3434;Bardonecchia;;;;;;;;;;;;;
PROV3435;Humaitá;;;;;;;;;;;;;
PROV3436;Yevpatoriya;;;;;;;;;;;;;
PROV3437;Dzhankóy;;;;;;;;;;;;;
PROV3438;Yálta;;;;;;;;;;;;;
PROV3439;Feodosiya;;;;;;;;;;;;;
PROV3440;Yanbian;;;;;;;;;;;;;
PROV3441;Gazli;;;;;;;;;;;;;
PROV3442;Darvaza;;;;;;;;;;;;;
PROV858;Corlu;;;;;;;;;;;;;
PROV3425;Altenburg;;;;;;;;;;;;;
PROV3424;Salismünde;;;;;;;;;;;;;
PROV3423;Kolken;;;;;;;;;;;;;
PROV3422;Frauenbach;;;;;;;;;;;;;
PROV3421;Presova;;;;;;;;;;;;;
PROV3420;Ipek;;;;;;;;;;;;;
PROV3419;Toropets;;;;;;;;;;;;;
PROV3418;Reichenau;;;;;;;;;;;;;
PROV3417;Drossen;;;;;;;;;;;;;
PROV3416;Bautzen;;;;;;;;;;;;;
PROV398;Bastogne;;;;;;;;;;;;;
PROV3403;Neybe;;;;;;;;;;;;;
PROV2216;Santiago;;;;;;;;;;;;;
PROV3402;San Antonio;;;;;;;;;;;;;
PROV3401;Fraga;;;;;;;;;;;;;
PROV3400;Bragança;;;;;;;;;;;;;
PROV3399;Versailles;;;;;;;;;;;;;
PROV3398;Benevento;;;;;;;;;;;;;
PROV3397;Pontecorvo;;;;;;;;;;;;;
PROV3396;Elba;;;;;;;;;;;;;
PROV3395;Anai;;;;;;;;;;;;;
PROV3394;Angram;;;;;;;;;;;;;
PROV3393;Bay Islands;;;;;;;;;;;;;
PROV3404;al-Salman;;;;;;;;;;;;;
PROV1756;al-Arish;;;;;;;;;;;;;
PROV3405;Kobajjep;;;;;;;;;;;;;
PROV3406;Artik;;;;;;;;;;;;;
PROV3407;Amara;;;;;;;;;;;;;
PROV3408;Cherbourg;;;;;;;;;;;;;
PROV3409;Thionville;;;;;;;;;;;;;
PROV3410;Mataquescuintla;;;;;;;;;;;;;
PROV2198;Granada;;;;;;;;;;;;;
PROV3411;Navassa Island;;;;;;;;;;;;;
PROV3412;Jan Mayen;;;;;;;;;;;;;
PROV3413;Spratly Islands;;;;;;;;;;;;;
PROV3414;Îles Kerguelen;;;;;;;;;;;;;
PROV3415;Sam Nuea;;;;;;;;;;;;;
PROV3392;Gelendzhik;;;;;;;;;;;;;
PROV3391;Nazran;;;;;;;;;;;;;
PROV3390;Kidero;;;;;;;;;;;;;
PROV3389;Botlikh;;;;;;;;;;;;;
PROV3388;Petrovsk;;;;;;;;;;;;;
PROV1009;Mozhaisk;;;;;;;;;;;;;
PROV3387;Urkarakh;;;;;;;;;;;;;
PROV3386;Qobustan;;;;;;;;;;;;;
PROV3385;Quba;;;;;;;;;;;;;
PROV3384;Kurakh;;;;;;;;;;;;;
PROV3383;Turnhout;;;;;;;;;;;;;
PROV3382;Vista Alegre;;;;;;;;;;;;;
PROV3381;Canutama;;;;;;;;;;;;;
PROV3380;Corumba;;;;;;;;;;;;;
PROV3379;Bitburg;;;;;;;;;;;;;
PROV3378;Cavan;;;;;;;;;;;;;
PROV3377;Bunj;;;;;;;;;;;;;
PROV3376;Potsdam;;;;;;;;;;;;;
PROV3375;Roda;;;;;;;;;;;;;
PROV3374;Šabac;;;;;;;;;;;;;
PROV3373;Filibe;;;;;;;;;;;;;
PROV3372;Sulina;;;;;;;;;;;;;
PROV3371;Mangalia;;;;;;;;;;;;;
PROV3370;Ferlach;;;;;;;;;;;;;
PROV3369;Firjuza;;;;;;;;;;;;;
PROV3368;Ivangorod;;;;;;;;;;;;;
PROV3367;Pechory;;;;;;;;;;;;;
PROV3366;Palanga;;;;;;;;;;;;;
PROV3365;Neustadt;;;;;;;;;;;;;
PROV3364;Sanmenwai;;;;;;;;;;;;;
PROV3363;Tegucigalpa;;;;;;;;;;;;;
PROV2195;Trujillo;;;;;;;;;;;;;
PROV2203;Cartago;;;;;;;;;;;;;
PROV3362;Afrin;;;;;;;;;;;;;
PROV3361;Byblos;;;;;;;;;;;;;
PROV3360;Puerto Carreño;;;;;;;;;;;;;
PROV3359;Tonantins;;;;;;;;;;;;;
PROV3358;Golan;;;;;;;;;;;;;
PROV3357;Beersheba;;;;;;;;;;;;;
PROV3356;Kosan;;;;;;;;;;;;;
PROV3355;Anar Dara;;;;;;;;;;;;;
PROV3354;Sabzevar;;;;;;;;;;;;;
PROV3353;Orumiyeh;;;;;;;;;;;;;
PROV3352;Khurmal;;;;;;;;;;;;;
PROV3351;Mahshahr;;;;;;;;;;;;;
PROV3350;Ganaveh;;;;;;;;;;;;;
PROV3349;Izeh;;;;;;;;;;;;;
PROV3348;Mousiyan;;;;;;;;;;;;;
PROV3347;Jagodina;;;;;;;;;;;;;
PROV3346;Ürgüp;;;;;;;;;;;;;
PROV3345;Mersin;;;;;;;;;;;;;
PROV3344;Terneuzen;;;;;;;;;;;;;
PROV3343;Leuven;;;;;;;;;;;;;
PROV3342;Kilkis;;;;;;;;;;;;;
PROV3341;Augustow;;;;;;;;;;;;;
PROV3340;Krepost Ross;;;;;;;;;;;;;
PROV3339;Rovaniemi;;;;;;;;;;;;;
PROV3338;Kiruna;;;;;;;;;;;;;
PROV3337;Bunzlau;;;;;;;;;;;;;
PROV3336;Lüben;;;;;;;;;;;;;
PROV3335;Zlin;;;;;;;;;;;;;
PROV3334;Kuttenberg;;;;;;;;;;;;;
PROV3333;Freiberg;;;;;;;;;;;;;
PROV625;Kladen;;;;;;;;;;;;;
PROV3332;Bergsaß;;;;;;;;;;;;;
PROV3329;Allenstein;;;;;;;;;;;;;
PROV3328;Elbing;;;;;;;;;;;;;
PROV3327;Ortelsburg;;;;;;;;;;;;;
PROV3326;Rio Branco;;;;;;;;;;;;;
PROV2278;La Esmeralda;;;;;;;;;;;;;
PROV696;Santa Bárbara;;;;;;;;;;;;;
PROV693;Bouvet Island;;;;;;;;;;;;;
PROV3325;Tiraspol;;;;;;;;;;;;;
PROV3324;Rzeszow;;;;;;;;;;;;;
PROV3323;Kefelong;;;;;;;;;;;;;
PROV3322;Lopner;;;;;;;;;;;;;
PROV3321;Tomurlik;;;;;;;;;;;;;
PROV3320;Jérémie;;;;;;;;;;;;;
PROV3319;Jacmel;;;;;;;;;;;;;
PROV3318;Arwa;;;;;;;;;;;;;
PROV3317;Lausanne;;;;;;;;;;;;;
PROV3316;Zakatata;;;;;;;;;;;;;
PROV3315;Sochi;;;;;;;;;;;;;
PROV3314;Boulogne;;;;;;;;;;;;;
PROV3313;Gap;;;;;;;;;;;;;
PROV3312;Lons;;;;;;;;;;;;;
PROV3311;Tupelo;;;;;;;;;;;;;
PROV3310;Huntsville;;;;;;;;;;;;;
PROV3309;Hinche;;;;;;;;;;;;;
PROV3308;Piskopoya;;;;;;;;;;;;;
PROV3307;Görice;;;;;;;;;;;;;
PROV3306;Miçova;;;;;;;;;;;;;
PROV3305;Christmas Island;;;;;;;;;;;;;
PROV3304;Gümülcine;;;;;;;;;;;;;
PROV3303;Tsarevo;;;;;;;;;;;;;
PROV3302;Kirklareli;;;;;;;;;;;;;
PROV3301;Mudania;;;;;;;;;;;;;
PROV1352;Chumphon;;;;;;;;;;;;;
PROV1807;Menaka;;;;;;;;;;;;;
PROV867;Fethiye;;;;;;;;;;;;;
PROV3300;Dayr al-Zour;;;;;;;;;;;;;
PROV3299;Aksai Chin;;;;;;;;;;;;;
PROV2689;Vorkuta;;;;;;;;;;;;;
PROV3298;Ayteke Bi;;;;;;;;;;;;;
PROV3297;Old Shanghai;;;;;;;;;;;;;
PROV3296;Lubumbashi;;;;;;;;;;;;;
PROV3295;Pematang Siantar;;;;;;;;;;;;;
PROV1235;Shimla;;;;;;;;;;;;;
PROV308;Ålesund;;;;;;;;;;;;;
PROV306;Bodø;;;;;;;;;;;;;
PROV305;Trondhjem;;;;;;;;;;;;;
PROV12;Liwa;;;;;;;;;;;;;
PROV2519;Maymana;;;;;;;;;;;;;
PROV837;Mesolóngi;;;;;;;;;;;;;
PROV836;Lamía;;;;;;;;;;;;;
PROV839;Náfplio;;;;;;;;;;;;;
PROV840;Kórinthos;;;;;;;;;;;;;
PROV841;Kalamáta;;;;;;;;;;;;;
PROV845;Kykládes;;;;;;;;;;;;;
PROV846;Dodekanez;;;;;;;;;;;;;
PROV844;Midilli;;;;;;;;;;;;;
PROV848;Kandiye;;;;;;;;;;;;;
PROV831;Yenisehir;;;;;;;;;;;;;
PROV832;Golos;;;;;;;;;;;;;
PROV833;Tirhala;;;;;;;;;;;;;
PROV826;Kérkyra;;;;;;;;;;;;;
PROV827;Zákynthos;;;;;;;;;;;;;
PROV847;Hanya;;;;;;;;;;;;;
PROV838;Chalkís;;;;;;;;;;;;;
PROV805;Selânik;;;;;;;;;;;;;
PROV821;Vodina;;;;;;;;;;;;;
PROV820;Gerebena;;;;;;;;;;;;;
PROV822;Polyoroz;;;;;;;;;;;;;
PROV3342;Kilkis;;;;;;;;;;;;;
PROV842;Pátra;;;;;;;;;;;;;
PROV368;Queen Charlotte Islands;;;;;;;;;;;;;
PROV2548;Igdir;;;;;;;;;;;;;
PROV1179;al-Hudaydah;;;;;;;;;;;;;
PROV1841;al-Fashir;;;;;;;;;;;;;
PROV928;Rewanduz;;;;;;;;;;;;;
PROV2196;Brus Laguna;;;;;;;;;;;;;
PROV1091;Tskhinval;;;;;;;;;;;;;
PROV2712;Skagerrak;;;;;;;;;;;;;
PROV2711;Kattegat;;;;;;;;;;;;;
PROV433;Belfort;;;;;;;;;;;;;
PROV946;Lépel;;;;;;;;;;;;;
PROV947;Pastavy;;;;;;;;;;;;;
PROV940;Brest-Litovsk;;;;;;;;;;;;;
PROV937;Pruzhany;;;;;;;;;;;;;
PROV939;Pinsk;;;;;;;;;;;;;
PROV509;Sevilla;;;;;;;;;;;;;
PROV677;Akerman;;;;;;;;;;;;;
PROV834;Athína;;;;;;;;;;;;;
PROV3293;Bayburt;;;;;;;;;;;;;
PROV3294;al-Malikiyah;;;;;;;;;;;;;
PROV1119;Kermanshah;;;;;;;;;;;;;
PROV1117;Sanandaj;;;;;;;;;;;;;
PROV1118;Saqqez;;;;;;;;;;;;;
PROV673;Cahul;;;;;;;;;;;;;
PROV3286;Steinamanger;;;;;;;;;;;;;
PROV2638;Zabul;;;;;;;;;;;;;
PROV2643;Hajjiabad;;;;;;;;;;;;;
PROV3258;Kech;;;;;;;;;;;;;
PROV1210;Faizabad;;;;;;;;;;;;;
PROV8;Kuala Kelantan;;;;;;;;;;;;;
PROV10;San Khew Jong;;;;;;;;;;;;;
PROV3275;Tekalong;;;;;;;;;;;;;
PROV3276;Kutai Timur;;;;;;;;;;;;;
PROV3277;Hultschin;;;;;;;;;;;;;
PROV3278;Manifa;;;;;;;;;;;;;
PROV3279;Kelmentsi;;;;;;;;;;;;;
PROV3281;Fraustadt;;;;;;;;;;;;;
PROV3282;Olsnitz;;;;;;;;;;;;;
PROV3283;Branau;;;;;;;;;;;;;
PROV3284;Môle St-Nicolas;;;;;;;;;;;;;
PROV3285;Frauenstadt;;;;;;;;;;;;;
PROV3287;Olivenza;;;;;;;;;;;;;
PROV3288;Amfissa;;;;;;;;;;;;;
PROV3289;Tschakathurn;;;;;;;;;;;;;
PROV3280;Edmundston;;;;;;;;;;;;;
PROV3292;Al Salman;;;;;;;;;;;;;
PROV3290;Bosilegrad;;;;;;;;;;;;;
PROV3291;Kumanova;;;;;;;;;;;;;
PROV521;Lisboa;;;;;;;;;;;;;
PROV3273;Rumah;;;;;;;;;;;;;
PROV3270;Wetzlar;;;;;;;;;;;;;
PROV3271;Jura;;;;;;;;;;;;;
PROV3272;Brig;;;;;;;;;;;;;
PROV609;Sion;;;;;;;;;;;;;
PROV1623;Songjin;;;;;;;;;;;;;
PROV388;Brugge;;;;;;;;;;;;;
PROV389;Gent;;;;;;;;;;;;;
PROV390;Antwerpen;;;;;;;;;;;;;
PROV3269;Portsmouth;;;;;;;;;;;;;
PROV3268;Exeter;;;;;;;;;;;;;
PROV3267;Paderborn;;;;;;;;;;;;;
PROV3266;San Marino;;;;;;;;;;;;;
PROV3265;Essen;;;;;;;;;;;;;
PROV567;Gießen;;;;;;;;;;;;;
PROV3263;Fort William;;;;;;;;;;;;;
PROV3264;Nicobar Islands;;;;;;;;;;;;;
PROV882;Trebizond;;;;;;;;;;;;;
PROV861;Scutari;;;;;;;;;;;;;
PROV828;Adrianople;;;;;;;;;;;;;
PROV860;Kostantiniyye;;;;;;;;;;;;;
PROV869;Smyrna;;;;;;;;;;;;;
PROV958;Kyiv;;;;;;;;;;;;;
PROV603;Zürich;;;;;;;;;;;;;
PROV1017;Oryol;;;;;;;;;;;;;
PROV1008;Moskva;;;;;;;;;;;;;
PROV372;København;;;;;;;;;;;;;
PROV809;Sofiya;;;;;;;;;;;;;
PROV619;Wien;;;;;;;;;;;;;
PROV978;Kharkiv;;;;;;;;;;;;;
PROV744;Firenze;;;;;;;;;;;;;
PROV749;Roma;;;;;;;;;;;;;
PROV724;Genova;;;;;;;;;;;;;
PROV726;Mailand;;;;;;;;;;;;;
PROV754;Napoli;;;;;;;;;;;;;
PROV729;Venedig;;;;;;;;;;;;;
PROV720;Torino;;;;;;;;;;;;;
PROV731;Esten;;;;;;;;;;;;;
PROV2721;Heligoland Bight;;;;;;;;;;;;;
PROV910;Azraq;;;;;;;;;;;;;
PROV2582;Cattaro;;;;;;;;;;;;;
PROV1839;al-Fula;;;;;;;;;;;;;
PROV1806;Bayuda;;;;;;;;;;;;;
PROV2046;Mbeya;;;;;;;;;;;;;
PROV1850;Keren;;;;;;;;;;;;;
PROV2669;Sünders;;;;;;;;;;;;;
PROV3262;Beilun;;;;;;;;;;;;;
PROV3261;Pescara;;;;;;;;;;;;;
PROV2351;Magdalena;;;;;;;;;;;;;
PROV3260;Sado;;;;;;;;;;;;;
PROV1531;Tombara;;;;;;;;;;;;;
PROV2537;Birara;;;;;;;;;;;;;
PROV158;Grand Portage;;;;;;;;;;;;;
PROV29;Kyzylkum;;;;;;;;;;;;;
PROV2595;Nunavut;;;;;;;;;;;;;
PROV25;Old Bow Fort;;;;;;;;;;;;;
PROV6;Selkirk;;;;;;;;;;;;;
PROV35;Fort Pitt;;;;;;;;;;;;;
PROV28;Jasper;;;;;;;;;;;;;
PROV26;Rocky Mountain House;;;;;;;;;;;;;
PROV22;Buckingham House;;;;;;;;;;;;;
PROV24;Etzikom Coulee;;;;;;;;;;;;;
PROV34;Fort Carlton;;;;;;;;;;;;;
PROV33;Battleford;;;;;;;;;;;;;
PROV41;Fort Ellice;;;;;;;;;;;;;
PROV30;Chimney Coulee;;;;;;;;;;;;;
PROV2594;Osnaburgh House;;;;;;;;;;;;;
PROV49;Rat Portage;;;;;;;;;;;;;
PROV52;Orillia;;;;;;;;;;;;;
PROV75;Port-Aux-Basques;;;;;;;;;;;;;
PROV69;Petit-Sault;;;;;;;;;;;;;
PROV683;Waldenburg;;;;;;;;;;;;;
PROV43;Clarksville;;;;;;;;;;;;;
PROV134;Fort Parker;;;;;;;;;;;;;
PROV135;Llano Estacado;;;;;;;;;;;;;
PROV85;Sonoma;;;;;;;;;;;;;
PROV155;Fort Snelling;;;;;;;;;;;;;
PROV156;Fort Renville;;;;;;;;;;;;;
PROV157;Fort Ripley;;;;;;;;;;;;;
PROV92;Kullyspell;;;;;;;;;;;;;
PROV93;Fort Hall;;;;;;;;;;;;;
PROV123;Fort Robidoux;;;;;;;;;;;;;
PROV124;Bordeaux's Post;;;;;;;;;;;;;
PROV125;Fontenelle's Post;;;;;;;;;;;;;
PROV126;Fort Leavenworth;;;;;;;;;;;;;
PROV127;Fort Mann;;;;;;;;;;;;;
PROV113;Gallatin Valley;;;;;;;;;;;;;
PROV117;Fort Clark;;;;;;;;;;;;;
PROV118;Fort James;;;;;;;;;;;;;
PROV119;Fort Union;;;;;;;;;;;;;
PROV122;Fort Pierre;;;;;;;;;;;;;
PROV121;Fort Cedar;;;;;;;;;;;;;
PROV120;Fort Kiowa;;;;;;;;;;;;;
PROV114;Fort Owen;;;;;;;;;;;;;
PROV115;Fort Benton;;;;;;;;;;;;;
PROV116;Fort Van Buren;;;;;;;;;;;;;
PROV131;Fort Washita;;;;;;;;;;;;;
PROV130;Fort Gibson;;;;;;;;;;;;;
PROV111;Fort Bonneville;;;;;;;;;;;;;
PROV112;Fort Laramie;;;;;;;;;;;;;
PROV106;Bent's Fort;;;;;;;;;;;;;
PROV2702;Alty-Kuduk;;;;;;;;;;;;;
PROV686;Merv;;;;;;;;;;;;;
PROV579;Neuwied;;;;;;;;;;;;;
PROV574;Koblenz;;;;;;;;;;;;;
PROV547;Greifswald;;;;;;;;;;;;;
PROV57;Bytown;;;;;;;;;;;;;
PROV2036;Mzizima;;;;;;;;;;;;;
PROV2681;Taipei;;;;;;;;;;;;;
PROV1485;Tainan;;;;;;;;;;;;;
PROV2562;Taitung;;;;;;;;;;;;;
PROV1743;Nordhorn;;;;;;;;;;;;;
PROV1738;al-Jaghbub;;;;;;;;;;;;;
PROV2585;al-Jawf;;;;;;;;;;;;;
PROV1742;Wath;;;;;;;;;;;;;
PROV1744;Sabha;;;;;;;;;;;;;
PROV2016;Mpika;;;;;;;;;;;;;
PROV2017;Mwansabombwe;;;;;;;;;;;;;
PROV3104;Lake Nyasa;;;;;;;;;;;;;
PROV702;Lemberg;;;;;;;;;;;;;
PROV952;Tarnopol;;;;;;;;;;;;;
PROV2605;Ngaanyatjarraku;;;;;;;;;;;;;
PROV2601;Wilkinkarra;;;;;;;;;;;;;
PROV2495;Tirari;;;;;;;;;;;;;
PROV1990;Kindu;;;;;;;;;;;;;
PROV1991;Rusozi;;;;;;;;;;;;;
PROV2471;Bathurst;;;;;;;;;;;;;
PROV2496;Nullarbor;;;;;;;;;;;;;
PROV2603;Chanamee;;;;;;;;;;;;;
PROV2507;Mparntwe;;;;;;;;;;;;;
PROV2505;Port Essington;;;;;;;;;;;;;
PROV3107;Lake Baikal;;;;;;;;;;;;;
PROV2589;Tsushima;;;;;;;;;;;;;
PROV1724;Shetland;;;;;;;;;;;;;
PROV1858;Aussa;;;;;;;;;;;;;
PROV1377;Da Nang;;;;;;;;;;;;;
PROV1714;Pastos Grandes;;;;;;;;;;;;;
PROV2631;Unalakleet;;;;;;;;;;;;;
PROV1780;Debar;;;;;;;;;;;;;
PROV2371;Yavi;;;;;;;;;;;;;
PROV2953;New York Bight;;;;;;;;;;;;;
PROV2954;Chesapeake Bay;;;;;;;;;;;;;
PROV1930;Idah;;;;;;;;;;;;;
PROV1937;Wukari;;;;;;;;;;;;;
PROV1936;Nsukka;;;;;;;;;;;;;
PROV2697;Jingkiri;;;;;;;;;;;;;
PROV1081;Yakesa;;;;;;;;;;;;;
PROV1085;Hailanpao;;;;;;;;;;;;;
PROV1600;Urumqi;;;;;;;;;;;;;
PROV2839;Gulf of Patience;;;;;;;;;;;;;
PROV2831;Soya Strait;;;;;;;;;;;;;
PROV2830;East Sea;;;;;;;;;;;;;
PROV1557;Sining;;;;;;;;;;;;;
PROV2329;Araucanía;;;;;;;;;;;;;
PROV2326;Quillota;;;;;;;;;;;;;
PROV2406;Penghu;;;;;;;;;;;;;
PROV2113;uMgungundlovu;;;;;;;;;;;;;
PROV2110;Tsaneng;;;;;;;;;;;;;
PROV2058;Catandica;;;;;;;;;;;;;
PROV2050;Manjacaze;;;;;;;;;;;;;
PROV2049;Inkomati;;;;;;;;;;;;;
PROV2088;O'okiep;;;;;;;;;;;;;
PROV2558;Emthanjeni;;;;;;;;;;;;;
PROV2093;Hantam;;;;;;;;;;;;;
PROV2084;Nomabeb;;;;;;;;;;;;;
PROV2081;Luhonono;;;;;;;;;;;;;
PROV2082;Epako;;;;;;;;;;;;;
PROV2080;Otjivanda;;;;;;;;;;;;;
PROV1788;Kahone;;;;;;;;;;;;;
PROV1540;Nantong;;;;;;;;;;;;;
PROV2526;Palmyra and Line Islands;;;;;;;;;;;;;
PROV2482;Van Diemen's Land;;;;;;;;;;;;;
PROV2382;Laboulaye;;;;;;;;;;;;;
PROV1071;Qeshm;;;;;;;;;;;;;
PROV2786;Gulf of Oman;;;;;;;;;;;;;
PROV2787;Hormuz Strait;;;;;;;;;;;;;
PROV45;Marigot;;;;;;;;;;;;;
PROV2236;Philipsburg;;;;;;;;;;;;;
PROV110;Uinta;;;;;;;;;;;;;
PROV1387;Kelang;;;;;;;;;;;;;
PROV1385;Tanjung Puteri;;;;;;;;;;;;;
PROV2590;Ceuta;;;;;;;;;;;;;
PROV3236;Anam a Cheper;;;;;;;;;;;;;
PROV644;Ruppertsburg;;;;;;;;;;;;;
PROV643;Stuhlweißenburg;;;;;;;;;;;;;
PROV640;Fünfkirchen;;;;;;;;;;;;;
PROV639;Egersee;;;;;;;;;;;;;
PROV642;Raab;;;;;;;;;;;;;
PROV641;Pesth;;;;;;;;;;;;;
PROV645;Ketschkemet;;;;;;;;;;;;;
PROV646;Mischkolz;;;;;;;;;;;;;
PROV648;Debrezin;;;;;;;;;;;;;
PROV649;Szegedin;;;;;;;;;;;;;
PROV650;Tschabe;;;;;;;;;;;;;
PROV2632;Kwangchowan;;;;;;;;;;;;;
PROV1495;Maoming;;;;;;;;;;;;;
PROV1644;Meakan;;;;;;;;;;;;;
PROV2224;Antigua & Barbuda;;;;;;;;;;;;;
PROV2220;Turks & Caicos;;;;;;;;;;;;;
PROV2591;Tranquebar;;;;;;;;;;;;;
PROV2625;North West River;;;;;;;;;;;;;
PROV2580;Novaya Ladoga;;;;;;;;;;;;;
PROV995;Petrozavodsk;;;;;;;;;;;;;
PROV965;Kherson;;;;;;;;;;;;;
PROV1048;Yekaterinodar;;;;;;;;;;;;;
PROV1045;Migulinskaya;;;;;;;;;;;;;
PROV950;Ungwar;;;;;;;;;;;;;
PROV2634;Beringovsky;;;;;;;;;;;;;
PROV2661;Belebino;;;;;;;;;;;;;
PROV2660;Seymchan;;;;;;;;;;;;;
PROV2620;Susuman;;;;;;;;;;;;;
PROV2639;al-Qurayyat;;;;;;;;;;;;;
PROV2665;Sambas;;;;;;;;;;;;;
PROV2647;Lifau;;;;;;;;;;;;;
PROV1080;Chumikan;;;;;;;;;;;;;
PROV2671;Barguzin;;;;;;;;;;;;;
PROV2670;Verkhneudinsk;;;;;;;;;;;;;
PROV2662;Ánimas;;;;;;;;;;;;;
PROV1073;Gizhiga;;;;;;;;;;;;;
PROV1076;Nizhneudinsk;;;;;;;;;;;;;
PROV2645;Bodaybo;;;;;;;;;;;;;
PROV2693;Essey;;;;;;;;;;;;;
PROV2677;Ilimsk;;;;;;;;;;;;;
PROV2675;Erbogachen;;;;;;;;;;;;;
PROV2701;Kansk;;;;;;;;;;;;;
PROV1070;Yeniseysk;;;;;;;;;;;;;
PROV2656;Baikit;;;;;;;;;;;;;
PROV2651;Mirny;;;;;;;;;;;;;
PROV2674;Abakan;;;;;;;;;;;;;
PROV2682;Obdorsk;;;;;;;;;;;;;
PROV2646;Surgut;;;;;;;;;;;;;
PROV2690;Agrotur & Dikelya;;;;;;;;;;;;;
PROV857;Gazimagusa;;;;;;;;;;;;;
PROV856;Limasol;;;;;;;;;;;;;
PROV855;Lefkosa;;;;;;;;;;;;;
PROV2685;Verkhoturye;;;;;;;;;;;;;
PROV2614;Shadrinsk;;;;;;;;;;;;;
PROV2658;Kurgan;;;;;;;;;;;;;
PROV2683;Narym;;;;;;;;;;;;;
PROV2613;Nadym;;;;;;;;;;;;;
PROV2659;Khalmer-Sede;;;;;;;;;;;;;
PROV2698;Kuznetsk;;;;;;;;;;;;;
PROV2691;Minusk;;;;;;;;;;;;;
PROV2657;Dudinka;;;;;;;;;;;;;
PROV1065;Nyagan;;;;;;;;;;;;;
PROV2686;Kainsk;;;;;;;;;;;;;
PROV1696;Cape Juby;;;;;;;;;;;;;
PROV1290;Umerkot;;;;;;;;;;;;;
PROV892;Bay;;;;;;;;;;;;;
PROV925;Sulaymania;;;;;;;;;;;;;
PROV1110;Chihriq;;;;;;;;;;;;;
PROV2414;Jezira;;;;;;;;;;;;;
PROV914;Trablos;;;;;;;;;;;;;
PROV1469;Uriankhai;;;;;;;;;;;;;
PROV1181;Akmolinsk;;;;;;;;;;;;;
PROV3106;Lake Balkhash;;;;;;;;;;;;;
PROV2606;Balkhash;;;;;;;;;;;;;
PROV1391;Kota Kubang Labu;;;;;;;;;;;;;
PROV1382;Hà Tiên;;;;;;;;;;;;;
PROV1049;Ubykhia;;;;;;;;;;;;;
PROV900;Antakya;;;;;;;;;;;;;
PROV689;Teschen;;;;;;;;;;;;;
PROV1773;Saguia el-Hamra;;;;;;;;;;;;;
PROV1178;Sana'a;;;;;;;;;;;;;
PROV972;Yekaterinoslav;;;;;;;;;;;;;
PROV1041;Elista;;;;;;;;;;;;;
PROV745;Livorno;;;;;;;;;;;;;
PROV2436;Salvador da Bahia;;;;;;;;;;;;;
